hypocenter_type	quality	year	month	day	hour	minute	second	latitude	longitude	depth	magnitude_1	magnitude_2	region	eventname
SWEM	B	2005	10	17	4	54	0.00	75.5000	-60.5000	10.0	0.0	4.9	BAFFINBAY	200510170454A

SWEM	C	2005	11	9	18	41	44.00	69.2500	-33.7500	10.0	0.0	4.8	EASTERNGREENLAND	200511091841A

SWEM	C	2006	2	13	20	29	52.00	70.2500	-30.7500	10.0	0.0	4.8	EASTERNGREENLAND	200602132029A

SWEM	A	2006	2	28	22	44	32.00	69.0000	-33.0000	10.0	0.0	4.8	EASTERNGREENLAND	200602282244A

SWEM	B	2006	3	4	23	5	20.00	65.7500	-41.2500	10.0	0.0	4.7	WESTERNGREENLAND	200603042305A

SWEM	B	2006	4	29	11	39	12.00	65.2500	-41.2500	10.0	0.0	4.8	WESTERNGREENLAND	200604291139A

SWEM	A	2006	5	1	6	44	32.00	72.2500	-52.7500	10.0	0.0	4.9	WESTERNGREENLAND	200605010644A

SWEQ	C	2006	6	11	14	53	36.00	69.2500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	200606111453A

SWEM	E	2006	6	24	10	48	32.00	69.2500	-49.7500	10.0	0.0	4.7	WESTERNGREENLAND	200606241048A

SWEM	A	2006	7	10	18	13	36.00	65.2500	-40.7500	10.0	0.0	4.8	WESTERNGREENLAND	200607101813A

SWEM	C	2006	7	16	3	15	28.00	69.0000	-31.0000	10.0	0.0	4.6	EASTERNGREENLAND	200607160315A

SWEM	C	2006	7	16	6	41	52.00	73.2500	-53.2500	10.0	0.0	4.7	WESTERNGREENLAND	200607160641A

SWEM	C	2006	7	25	4	51	44.00	68.7500	-49.7500	10.0	0.0	4.7	WESTERNGREENLAND	200607250451A

SWEM	B	2006	8	10	18	45	20.00	77.5000	-65.5000	10.0	0.0	4.8	WESTERNGREENLAND	200608101845A

SWEM	C	2006	8	23	17	19	28.00	65.7500	-37.7500	10.0	0.0	4.7	EASTERNGREENLAND	200608231719A

SWEM	B	2006	8	28	7	55	4.00	69.5000	-25.5000	10.0	0.0	4.6	EASTERNGREENLAND	200608280755A

SWEQ	C	2006	9	10	4	19	28.00	75.7500	-59.7500	10.0	0.0	4.9	WESTERNGREENLAND	200609100419A

SWEM	C	2006	9	10	4	20	16.00	77.7500	-57.2500	10.0	0.0	4.9	WESTERNGREENLAND	200609100420A

SWEM	B	2006	10	9	4	3	12.00	76.5000	-60.5000	10.0	0.0	4.8	WESTERNGREENLAND	200610090402A

SWEM	B	2006	10	14	7	23	20.00	76.0000	-58.0000	10.0	0.0	4.8	WESTERNGREENLAND	200610140723A

SWEM	C	2006	11	5	9	13	4.00	75.7500	-58.2500	10.0	0.0	4.7	WESTERNGREENLAND	200611050913A

SWEM	B	2006	11	28	10	55	44.00	68.7500	-32.7500	10.0	0.0	4.9	EASTERNGREENLAND	200611281055A

SWEM	B	2006	12	19	16	57	44.00	74.7500	-57.7500	10.0	0.0	4.8	WESTERNGREENLAND	200612191657A

SWEQ	C	2007	1	8	9	22	24.00	71.5000	-51.5000	10.0	0.0	4.8	WESTERNGREENLAND	200701080922A

SWEM	A	2007	4	22	8	55	4.00	66.2500	-38.2500	10.0	0.0	4.7	EASTERNGREENLAND	200704220855A

SWEM	A	2007	4	23	21	56	56.00	75.2500	-58.2500	10.0	0.0	4.8	WESTERNGREENLAND	200704232156B

SWEM	C	2007	5	30	2	57	12.00	77.5000	-63.5000	10.0	0.0	4.7	WESTERNGREENLAND	200705300257A

SWEM	B	2007	6	9	5	16	56.00	75.7500	-60.7500	10.0	0.0	4.8	BAFFINBAY	200706090516A

SWEM	A	2007	7	4	16	55	20.00	69.2500	-49.7500	10.0	0.0	4.9	WESTERNGREENLAND	200707041655A

SWEQ	C	2007	7	8	12	58	24.00	67.2500	-37.2500	10.0	0.0	4.7	EASTERNGREENLAND	200707081258A

SWEM	A	2007	7	9	1	8	16.00	66.2500	-37.2500	10.0	0.0	4.8	EASTERNGREENLAND	200707090108A

SWEM	B	2007	7	9	2	42	8.00	66.7500	-38.2500	10.0	0.0	4.7	EASTERNGREENLAND	200707090242A

SWEM	C	2007	7	9	5	31	12.00	75.0000	-57.0000	10.0	0.0	4.6	WESTERNGREENLAND	200707090531A

SWEM	A	2007	7	20	0	36	16.00	69.2500	-33.2500	10.0	0.0	4.7	EASTERNGREENLAND	200707200036A

SWEM	A	2007	7	24	23	3	12.00	77.2500	-60.7500	10.0	0.0	4.9	WESTERNGREENLAND	200707242303A

SWEM	A	2007	7	26	22	42	48.00	66.5000	-38.5000	10.0	0.0	4.7	EASTERNGREENLAND	200707262242A

SWEM	C	2007	8	3	19	25	12.00	72.2500	-52.2500	10.0	0.0	4.8	WESTERNGREENLAND	200708031925A

SWEM	B	2007	8	13	20	37	52.00	66.2500	-38.7500	10.0	0.0	4.8	EASTERNGREENLAND	200708132037A

SWEM	A	2007	8	25	9	19	4.00	75.2500	-56.7500	10.0	0.0	4.9	WESTERNGREENLAND	200708250919A

SWEM	C	2007	9	11	22	42	0.00	70.2500	-50.7500	10.0	0.0	4.6	WESTERNGREENLAND	200709112242A

SWEM	A	2007	10	13	5	55	12.00	74.7500	-56.7500	10.0	0.0	4.8	WESTERNGREENLAND	200710130555A

SWEM	A	2007	11	21	18	4	56.00	66.2500	-38.7500	10.0	0.0	5.0	EASTERNGREENLAND	200711211804A

SWEM	A	2007	11	24	0	8	56.00	68.5000	-33.5000	10.0	0.0	4.8	EASTERNGREENLAND	200711240008A

SWEM	A	2007	11	24	12	54	32.00	66.5000	-38.5000	10.0	0.0	4.9	EASTERNGREENLAND	200711241254A

SWEM	A	2007	11	24	13	29	52.00	67.2500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	200711241329A

SWEM	A	2007	12	14	6	39	36.00	75.2500	-56.7500	10.0	0.0	4.9	WESTERNGREENLAND	200712140639A

SWEQ	E	2007	12	21	5	22	40.00	68.5000	-32.5000	10.0	0.0	4.7	EASTERNGREENLAND	200712210522B

SWEM	A	2007	12	31	14	40	56.00	66.2500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	200712311440A

SWEM	B	2008	2	14	5	12	24.00	72.7500	-55.7500	10.0	0.0	4.8	WESTERNGREENLAND	200802140512A

SWEQ	C	2008	3	14	5	28	16.00	65.0000	-41.0000	10.0	0.0	4.7	WESTERNGREENLAND	200803140528A

SWEM	A	2008	4	5	21	6	8.00	75.5000	-56.5000	10.0	0.0	4.8	WESTERNGREENLAND	200804052106A

SWEM	C	2008	4	7	13	58	0.00	74.2500	-56.7500	10.0	0.0	4.7	WESTERNGREENLAND	200804071358A

SWEM	B	2008	5	4	12	52	40.00	65.5000	-41.5000	10.0	0.0	4.8	WESTERNGREENLAND	200805041252A

SWEM	B	2008	5	28	21	6	40.00	70.7500	-49.2500	10.0	0.0	4.7	WESTERNGREENLAND	200805282106A

SWEM	E	2008	6	12	17	20	8.00	69.0000	-49.0000	10.0	0.0	4.7	WESTERNGREENLAND	200806121720A

SWEM	C	2008	6	13	15	40	40.00	75.7500	-57.7500	10.0	0.0	4.8	WESTERNGREENLAND	200806131540A

SWEM	B	2008	6	19	15	20	0.00	74.7500	-58.2500	10.0	0.0	4.8	BAFFINBAY	200806191520B

SWEM	C	2008	7	13	4	59	44.00	69.5000	-49.5000	10.0	0.0	4.8	WESTERNGREENLAND	200807130459A

SWEM	A	2008	8	1	14	43	20.00	66.5000	-38.5000	10.0	0.0	4.8	EASTERNGREENLAND	200808011443A

SWEM	A	2008	8	1	23	0	40.00	66.7500	-39.2500	10.0	0.0	4.8	EASTERNGREENLAND	200808012300A

SWEM	A	2008	8	14	20	58	24.00	77.7500	-58.7500	10.0	0.0	5.0	WESTERNGREENLAND	200808142058A

SWEM	B	2008	8	19	21	5	28.00	66.2500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	200808192105A

SWEM	B	2008	11	3	16	44	48.00	68.7500	-33.7500	10.0	0.0	4.9	EASTERNGREENLAND	200811031644A

SWEM	E	2008	11	7	13	44	24.00	77.5000	-66.5000	10.0	0.0	4.7	WESTERNGREENLAND	200811071344A

SWEM	A	2008	11	21	20	31	52.00	76.0000	-58.0000	10.0	0.0	4.9	WESTERNGREENLAND	200811212031A

SWEM	A	2008	11	25	4	10	40.00	68.5000	-33.5000	10.0	0.0	4.9	EASTERNGREENLAND	200811250410A

SWEM	A	2008	12	13	14	47	52.00	68.0000	-34.0000	10.0	0.0	5.0	EASTERNGREENLAND	200812131447A

SWEM	B	2009	1	8	16	11	4.00	72.5000	-53.5000	10.0	0.0	4.8	WESTERNGREENLAND	200901081611A

SWEM	B	2009	2	6	18	51	28.00	66.2500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	200902061851A

SWEM	A	2009	2	6	18	59	4.00	66.2500	-37.7500	10.0	0.0	4.8	EASTERNGREENLAND	200902061859A

SWEQ	C	2009	2	7	19	14	32.00	74.2500	-57.2500	10.0	0.0	4.7	WESTERNGREENLAND	200902071914A

SWEM	A	2009	2	11	13	13	12.00	66.2500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	200902111313A

SWEM	A	2009	4	19	19	7	20.00	66.7500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	200904191907A

SWEM	B	2009	4	26	9	55	28.00	66.7500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	200904260955A

SWEM	B	2009	4	27	10	54	40.00	66.2500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	200904271054A

SWEM	B	2009	5	11	21	55	52.00	66.2500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	200905112155A

SWEM	A	2009	5	13	2	11	20.00	67.2500	-37.2500	10.0	0.0	4.9	EASTERNGREENLAND	200905130211A

SWEM	B	2009	5	23	10	41	52.00	69.7500	-50.2500	10.0	0.0	4.7	WESTERNGREENLAND	200905231041A

SWEM	B	2009	5	25	12	42	40.00	69.0000	-49.0000	10.0	0.0	4.7	WESTERNGREENLAND	200905251242A

SWEM	A	2009	5	26	21	7	44.00	66.7500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	200905262107A

SWEM	C	2009	6	14	0	2	24.00	75.5000	-58.5000	10.0	0.0	4.8	WESTERNGREENLAND	200906140002A

SWEM	A	2009	6	18	16	24	56.00	69.7500	-49.2500	10.0	0.0	4.8	WESTERNGREENLAND	200906181624A

SWEM	A	2009	6	26	13	27	36.00	69.2500	-50.2500	10.0	0.0	4.9	WESTERNGREENLAND	200906261327A

SWEM	C	2009	7	3	7	20	0.00	73.0000	-55.0000	10.0	0.0	4.7	WESTERNGREENLAND	200907030720A

SWEM	C	2009	7	22	0	19	52.00	75.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	200907220019A

SWEM	C	2009	7	22	21	16	24.00	65.0000	-41.0000	10.0	0.0	4.7	WESTERNGREENLAND	200907222116A

SWEM	C	2009	8	11	20	12	8.00	69.2500	-51.2500	10.0	0.0	4.8	WESTERNGREENLAND	200908112012A

SWEQ	C	2009	8	20	0	16	40.00	75.5000	-57.5000	10.0	0.0	4.7	WESTERNGREENLAND	200908200016A

SWEM	B	2009	8	21	7	2	16.00	69.2500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	200908210702A

SWEM	A	2009	8	23	7	24	0.00	75.7500	-58.7500	10.0	0.0	4.8	WESTERNGREENLAND	200908230724A

SWEQ	E	2009	8	26	22	59	20.00	66.2500	-38.7500	10.0	0.0	4.8	EASTERNGREENLAND	200908262259B

SWEM	C	2009	11	5	21	7	44.00	67.0000	-37.0000	10.0	0.0	4.8	EASTERNGREENLAND	200911052107A

SWEM	C	2009	11	22	17	15	20.00	76.7500	-58.2500	10.0	0.0	4.8	WESTERNGREENLAND	200911221715A

SWEM	A	2009	11	27	8	52	32.00	69.0000	-33.0000	10.0	0.0	4.9	EASTERNGREENLAND	200911270852A

SWEM	C	2009	12	2	10	31	12.00	75.2500	-58.2500	10.0	0.0	4.9	WESTERNGREENLAND	200912021031B

SWEM	C	2009	12	5	5	0	24.00	69.7500	-34.2500	10.0	0.0	4.7	EASTERNGREENLAND	200912050500A

SWEM	B	2009	12	28	2	50	40.00	69.2500	-32.2500	10.0	0.0	4.8	EASTERNGREENLAND	200912280250A

SWEM	C	2010	1	26	10	52	56.00	69.2500	-33.2500	10.0	0.0	4.9	EASTERNGREENLAND	201001261052A

SWEM	C	2010	1	27	15	37	52.00	75.7500	-60.2500	10.0	0.0	4.7	BAFFINBAY	201001271537A

SWEM	B	2010	2	4	0	16	56.00	69.0000	-33.0000	10.0	0.0	4.6	EASTERNGREENLAND	201002040016A

SWEM	C	2010	2	11	1	16	56.00	66.5000	-38.5000	10.0	0.0	4.8	EASTERNGREENLAND	201002110116A

SWEM	B	2010	2	21	4	12	24.00	69.0000	-49.0000	10.0	0.0	4.7	WESTERNGREENLAND	201002210412A

SWEQ	C	2010	3	19	1	12	48.00	69.5000	-50.5000	10.0	0.0	4.7	WESTERNGREENLAND	201003190112A

SWEM	C	2010	3	22	5	55	12.00	76.2500	-61.7500	10.0	0.0	4.7	WESTERNGREENLAND	201003220555A

SWEQ	E	2010	4	14	14	10	40.00	68.5000	-48.5000	10.0	0.0	4.7	WESTERNGREENLAND	201004141410A

SWEM	B	2010	5	21	3	56	24.00	68.7500	-51.7500	10.0	0.0	4.8	WESTERNGREENLAND	201005210356A

SWEM	B	2010	5	27	11	23	36.00	69.5000	-45.5000	10.0	0.0	4.9	WESTERNGREENLAND	201005271123A

SWEQ	C	2010	6	17	9	24	24.00	68.2500	-46.2500	10.0	0.0	4.8	WESTERNGREENLAND	201006170924A

SWEM	C	2010	6	21	9	35	4.00	65.2500	-36.2500	10.0	0.0	4.8	EASTERNGREENLAND	201006210935B

SWEM	A	2010	7	12	17	49	36.00	65.7500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201007121749A

SWEM	C	2010	7	15	8	53	36.00	66.5000	-39.5000	10.0	0.0	4.8	EASTERNGREENLAND	201007150853A

SWEM	A	2010	7	15	11	20	32.00	69.2500	-50.2500	10.0	0.0	4.8	WESTERNGREENLAND	201007151120A

SWEM	C	2010	7	17	3	51	12.00	75.7500	-59.2500	10.0	0.0	4.8	WESTERNGREENLAND	201007170351A

SWEM	A	2010	7	27	15	7	44.00	76.2500	-62.7500	10.0	0.0	4.9	BAFFINBAY	201007271507A

SWEM	B	2010	8	4	2	27	20.00	66.2500	-38.7500	10.0	0.0	4.9	EASTERNGREENLAND	201008040227A

SWEQ	C	2010	8	19	16	0	40.00	69.0000	-51.0000	10.0	0.0	4.9	WESTERNGREENLAND	201008191600A

SWEM	C	2010	9	5	11	56	56.00	73.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	201009051156A

SWEQ	C	2010	9	9	15	23	4.00	73.0000	-51.0000	10.0	0.0	4.6	WESTERNGREENLAND	201009091523A

SWEM	C	2010	10	10	3	13	4.00	72.2500	-53.7500	10.0	0.0	4.9	WESTERNGREENLAND	201010100313A

SWEM	B	2010	10	24	13	13	36.00	76.2500	-63.2500	10.0	0.0	4.9	WESTERNGREENLAND	201010241313A

SWEM	C	2010	10	27	1	44	16.00	71.7500	-51.7500	10.0	0.0	4.8	WESTERNGREENLAND	201010270144A

SWEM	C	2010	11	7	8	18	40.00	73.0000	-55.0000	10.0	0.0	4.8	WESTERNGREENLAND	201011070818A

SWEM	B	2010	11	22	13	15	52.00	68.2500	-33.7500	10.0	0.0	4.7	EASTERNGREENLAND	201011221315A

SWEQ	E	2010	11	24	12	58	0.00	69.5000	-33.5000	10.0	0.0	4.7	EASTERNGREENLAND	201011241258A

SWEM	A	2010	11	24	20	51	20.00	75.2500	-58.2500	10.0	0.0	4.8	WESTERNGREENLAND	201011242050A

SWEQ	C	2010	12	5	17	40	56.00	66.5000	-39.5000	10.0	0.0	4.8	EASTERNGREENLAND	201012051740A

SWEM	C	2010	12	14	23	49	12.00	68.2500	-33.7500	10.0	0.0	4.9	EASTERNGREENLAND	201012142349A

SWEM	B	2010	12	29	0	56	40.00	73.2500	-56.2500	10.0	0.0	4.8	WESTERNGREENLAND	201012290056A

SWEM	B	2011	1	2	4	47	44.00	72.2500	-54.2500	10.0	0.0	4.8	WESTERNGREENLAND	201101020447A

SWEM	C	2011	1	5	21	5	20.00	69.2500	-32.7500	10.0	0.0	4.9	EASTERNGREENLAND	201101052105A

SWEM	A	2011	1	6	12	16	8.00	73.2500	-54.7500	10.0	0.0	4.8	WESTERNGREENLAND	201101061216A

SWEM	B	2011	1	14	3	29	44.00	75.5000	-60.5000	10.0	0.0	4.9	BAFFINBAY	201101140329A

SWEM	B	2011	1	21	8	32	0.00	69.5000	-50.5000	10.0	0.0	4.8	WESTERNGREENLAND	201101210832A

SWEM	B	2011	3	8	6	52	48.00	65.7500	-40.2500	10.0	0.0	4.8	WESTERNGREENLAND	201103080652A

SWEM	A	2011	3	24	7	48	0.00	75.7500	-60.2500	10.0	0.0	4.9	BAFFINBAY	201103240748A

SWEM	A	2011	4	1	5	45	20.00	73.0000	-55.0000	10.0	0.0	5.0	WESTERNGREENLAND	201104010545A

SWEM	B	2011	5	26	20	13	12.00	72.7500	-53.7500	10.0	0.0	4.7	WESTERNGREENLAND	201105262013A

SWEQ	C	2011	6	21	14	9	28.00	66.7500	-36.7500	10.0	0.0	4.8	EASTERNGREENLAND	201106211409A

SWEM	C	2011	6	22	15	17	4.00	73.0000	-49.0000	10.0	0.0	4.9	WESTERNGREENLAND	201106221517A

SWEM	B	2011	6	25	13	17	28.00	66.5000	-38.5000	10.0	0.0	4.7	EASTERNGREENLAND	201106251317A

SWEQ	C	2011	6	26	10	31	28.00	69.5000	-49.5000	10.0	0.0	4.7	WESTERNGREENLAND	201106261031A

SWEM	B	2011	6	26	17	53	28.00	76.2500	-60.2500	10.0	0.0	4.9	WESTERNGREENLAND	201106261753A

SWEM	C	2011	6	29	1	50	16.00	74.7500	-56.2500	10.0	0.0	4.7	WESTERNGREENLAND	201106290150A

SWEM	B	2011	7	12	21	1	20.00	69.7500	-52.7500	10.0	0.0	5.0	WESTERNGREENLAND	201107122101A

SWEQ	C	2011	7	19	14	42	48.00	77.5000	-66.5000	10.0	0.0	4.7	WESTERNGREENLAND	201107191442A

SWEM	A	2011	7	21	4	25	44.00	73.2500	-54.2500	10.0	0.0	5.0	WESTERNGREENLAND	201107210424A

SWEQ	C	2011	7	21	4	43	36.00	72.7500	-55.2500	10.0	0.0	4.7	WESTERNGREENLAND	201107210443A

SWEM	E	2011	7	27	15	14	32.00	74.5000	-54.5000	10.0	0.0	4.8	WESTERNGREENLAND	201107271514B

SWEM	C	2011	8	4	9	5	4.00	73.2500	-53.2500	10.0	0.0	4.8	WESTERNGREENLAND	201108040905A

SWEM	B	2011	8	6	23	10	40.00	72.5000	-51.5000	10.0	0.0	4.7	WESTERNGREENLAND	201108062310A

SWEM	A	2011	8	10	7	32	24.00	73.5000	-56.5000	10.0	0.0	4.9	WESTERNGREENLAND	201108100732A

SWEM	C	2011	8	18	12	32	0.00	69.0000	-51.0000	10.0	0.0	4.7	WESTERNGREENLAND	201108181231A

SWEM	A	2011	8	26	18	20	48.00	76.2500	-60.7500	10.0	0.0	5.0	WESTERNGREENLAND	201108261820A

SWEM	C	2011	8	26	18	31	20.00	76.7500	-60.7500	10.0	0.0	4.8	WESTERNGREENLAND	201108261831A

SWEM	C	2011	9	14	23	20	40.00	71.0000	-51.0000	10.0	0.0	4.7	WESTERNGREENLAND	201109142320A

SWEM	C	2011	9	19	13	51	44.00	68.0000	-34.0000	10.0	0.0	4.7	EASTERNGREENLAND	201109191351A

SWEQ	C	2011	10	10	16	22	8.00	73.5000	-55.5000	10.0	0.0	4.8	WESTERNGREENLAND	201110101622A

SWEM	C	2011	10	21	7	26	40.00	75.7500	-58.2500	10.0	0.0	4.7	WESTERNGREENLAND	201110210726A

SWEM	A	2011	10	27	9	39	28.00	73.2500	-54.2500	10.0	0.0	4.9	WESTERNGREENLAND	201110270939A

SWEM	A	2011	11	24	2	21	12.00	76.0000	-62.0000	10.0	0.0	4.9	WESTERNGREENLAND	201111240221A

SWEM	B	2011	11	30	9	58	0.00	73.2500	-56.7500	10.0	0.0	4.9	WESTERNGREENLAND	201111300957A

SWEQ	B	2011	12	4	4	1	28.00	66.2500	-38.7500	10.0	0.0	4.7	EASTERNGREENLAND	201112040401A

SWEQ	C	2011	12	5	7	25	36.00	68.2500	-33.2500	10.0	0.0	4.7	EASTERNGREENLAND	201112050725A

SWEQ	C	2011	12	7	22	8	56.00	73.0000	-59.0000	10.0	0.0	4.8	BAFFINBAY	201112072208A

SWEM	B	2011	12	21	15	40	8.00	69.2500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	201112211540A

SWEQ	A	2011	12	28	16	16	32.00	65.2500	-39.7500	10.0	0.0	4.8	EASTERNGREENLAND	201112281616A

SWEM	C	2012	1	3	11	11	28.00	72.7500	-54.7500	10.0	0.0	5.0	WESTERNGREENLAND	201201031111A

SWEM	A	2012	1	17	1	54	24.00	66.7500	-37.2500	10.0	0.0	4.8	EASTERNGREENLAND	201201170154A

SWEM	C	2012	1	20	4	37	20.00	65.5000	-39.5000	10.0	0.0	4.7	EASTERNGREENLAND	201201200437A

SWEM	C	2012	1	29	11	10	0.00	72.7500	-59.2500	10.0	0.0	4.9	BAFFINBAY	201201291110A

SWEQ	C	2012	2	12	13	44	32.00	69.0000	-49.0000	10.0	0.0	4.7	WESTERNGREENLAND	201202121344A

SWEM	C	2012	2	12	16	16	32.00	69.2500	-48.7500	10.0	0.0	4.7	WESTERNGREENLAND	201202121616A

SWEM	B	2012	3	18	18	21	36.00	75.5000	-58.5000	10.0	0.0	4.8	WESTERNGREENLAND	201203181821A

SWEQ	B	2012	3	31	8	55	44.00	73.2500	-54.7500	10.0	0.0	4.8	WESTERNGREENLAND	201203310855A

SWEM	A	2012	4	9	10	11	28.00	66.2500	-38.2500	10.0	0.0	4.9	EASTERNGREENLAND	201204091011A

SWEM	C	2012	4	14	1	48	48.00	65.7500	-38.2500	10.0	0.0	4.7	EASTERNGREENLAND	201204140148A

SWEM	A	2012	4	24	4	46	24.00	75.7500	-59.2500	10.0	0.0	5.0	WESTERNGREENLAND	201204240446A

SWEM	E	2012	5	3	8	27	44.00	73.2500	-53.7500	10.0	0.0	4.7	WESTERNGREENLAND	201205030827A

SWEM	B	2012	6	15	9	16	0.00	73.7500	-60.2500	10.0	0.0	4.9	BAFFINBAY	201206150916A

SWEQ	C	2012	6	26	3	2	8.00	69.5000	-48.5000	10.0	0.0	4.7	WESTERNGREENLAND	201206260302A

SWEQ	C	2012	6	30	14	44	8.00	73.2500	-54.7500	10.0	0.0	4.8	WESTERNGREENLAND	201206301444A

SWEQ	E	2012	7	7	20	37	36.00	66.7500	-37.7500	10.0	0.0	4.7	EASTERNGREENLAND	201207072037B

SWEM	B	2012	7	7	20	44	16.00	65.7500	-38.2500	10.0	0.0	4.8	EASTERNGREENLAND	201207072044A

SWEM	B	2012	7	8	20	21	52.00	69.7500	-49.7500	10.0	0.0	4.8	WESTERNGREENLAND	201207082022A

SWEM	B	2012	7	8	20	46	24.00	68.7500	-50.7500	10.0	0.0	4.7	WESTERNGREENLAND	201207082046A

SWEQ	C	2012	7	8	21	5	12.00	69.7500	-51.2500	10.0	0.0	4.7	WESTERNGREENLAND	201207082105B

SWEM	A	2012	7	18	1	26	56.00	73.2500	-54.7500	10.0	0.0	5.0	WESTERNGREENLAND	201207180126A

SWEM	C	2012	7	20	18	1	20.00	77.5000	-66.5000	10.0	0.0	4.7	WESTERNGREENLAND	201207201801B

SWEQ	C	2012	7	25	5	3	20.00	66.5000	-39.5000	10.0	0.0	4.8	EASTERNGREENLAND	201207250503A

SWEM	A	2012	7	31	9	30	8.00	76.5000	-62.5000	10.0	0.0	4.8	WESTERNGREENLAND	201207310930A

SWEQ	C	2012	8	2	23	10	24.00	69.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201208022310A

SWEM	B	2012	8	5	0	23	12.00	75.7500	-59.7500	10.0	0.0	4.8	WESTERNGREENLAND	201208050023A

SWEM	C	2012	8	8	0	54	16.00	73.5000	-55.5000	10.0	0.0	4.9	WESTERNGREENLAND	201208080054A

SWEM	B	2012	8	11	3	27	28.00	73.2500	-54.7500	10.0	0.0	4.8	WESTERNGREENLAND	201208110327A

SWEQ	B	2012	8	11	3	44	16.00	73.7500	-57.2500	10.0	0.0	4.6	BAFFINBAY	201208110344A

SWEQ	C	2012	8	12	16	21	36.00	71.0000	-51.0000	10.0	0.0	4.8	WESTERNGREENLAND	201208121621A

SWEM	B	2012	8	19	6	32	8.00	72.7500	-55.7500	10.0	0.0	5.0	WESTERNGREENLAND	201208190632A

SWEQ	C	2012	8	23	18	56	48.00	66.5000	-39.5000	10.0	0.0	4.6	EASTERNGREENLAND	201208231856A

SWEM	A	2012	8	23	19	19	52.00	66.7500	-37.2500	10.0	0.0	5.0	EASTERNGREENLAND	201208231919A

SWEM	C	2012	8	24	4	1	12.00	77.5000	-67.5000	10.0	0.0	4.7	WESTERNGREENLAND	201208240401B

SWEM	A	2012	9	2	8	20	16.00	68.7500	-50.2500	10.0	0.0	5.0	WESTERNGREENLAND	201209020820B

SWEM	C	2012	9	7	9	15	28.00	69.2500	-50.2500	10.0	0.0	4.8	WESTERNGREENLAND	201209070915A

SWEQ	E	2012	9	22	14	46	56.00	68.7500	-48.7500	10.0	0.0	4.7	WESTERNGREENLAND	201209221446A

SWEM	C	2012	9	24	12	53	28.00	69.2500	-50.2500	10.0	0.0	4.8	WESTERNGREENLAND	201209241253A

SWEM	A	2012	9	27	18	29	28.00	66.2500	-38.7500	10.0	0.0	4.8	EASTERNGREENLAND	201209271829A

